,Ocupacao,Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca
808,Engenheiro,55.0,3625.0,243.0,Norte,Masculino,Premium,Preco Alto
809,Engenheiro,34.39,3875.0,124.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
810,Engenheiro,20.0,11554.0,140.0,Sudeste,Feminino,Premium,Preco Alto
811,Engenheiro,23.0,16625.0,189.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
812,Engenheiro,61.0,5636.0,228.0,Centro-Oeste,Feminino,Basico,Atendimento Ruim
813,Engenheiro,37.0,1324.0,260.0,Nordeste,Masculino,Basico,Preco Alto
814,Engenheiro,34.0,2051.0,163.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
815,Engenheiro,36.55,6991.65,207.0,Norte,Masculino,Premium,Cobertura Ruim
816,Engenheiro,49.0,7152.0,196.0,Nordeste,Masculino,Basico,Atendimento Ruim
817,Engenheiro,20.0,12988.0,223.0,Nordeste,Feminino,Premium,Cobertura Ruim
818,Engenheiro,64.0,9944.27,133.0,Sudeste,Feminino,Premium,Cobertura Ruim
819,Engenheiro,68.0,8708.0,222.72,Nordeste,Feminino,Basico,Cobertura Ruim
820,Engenheiro,39.0,1682.0,287.61,Sudeste,Feminino,Basico,Atendimento Ruim
821,Engenheiro,48.18,7176.0,125.0,Nordeste,Masculino,Basico,Cobertura Ruim
822,Engenheiro,63.0,4396.0,272.0,Norte,Masculino,Intermediario,Preco Alto
823,Engenheiro,48.6,7868.0,374.0,Norte,Masculino,Basico,Cobertura Ruim
824,Engenheiro,62.0,7988.0,56.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
825,Engenheiro,19.0,13740.0,86.0,Centro-Oeste,Feminino,Premium,Preco Alto
826,Engenheiro,43.0,12069.04,255.0,Nordeste,Masculino,Basico,Cobertura Ruim
827,Engenheiro,68.0,8055.66,435.0,Sudeste,Masculino,Premium,Atendimento Ruim
828,Engenheiro,32.0,8071.0,499.0,Sudeste,Masculino,Basico,Atendimento Ruim
829,Engenheiro,33.0,19756.0,122.0,Norte,Feminino,Basico,Cobertura Ruim
830,Engenheiro,49.0,14716.0,274.16,Sudeste,Feminino,Intermediario,Cobertura Ruim
831,Engenheiro,66.0,13803.0,181.0,Sudeste,Masculino,Basico,Preco Alto
832,Engenheiro,29.0,10547.0,255.0,Sudeste,Masculino,Basico,Atendimento Ruim
833,Engenheiro,66.0,8039.0,288.0,Sudeste,Masculino,Basico,Preco Alto
834,Engenheiro,50.0,5691.0,487.0,Norte,Feminino,Intermediario,Preco Alto
835,Engenheiro,47.99,5335.71,443.0,Sudeste,Masculino,Premium,Atendimento Ruim
836,Engenheiro,55.0,3724.0,285.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim
837,Engenheiro,51.0,1783.0,222.0,Norte,Feminino,Basico,Preco Alto
838,Engenheiro,59.0,12346.0,210.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
839,Engenheiro,28.0,3156.0,288.0,Sul,Feminino,Premium,Atendimento Ruim
840,Engenheiro,67.0,8050.23,356.0,Norte,Masculino,Basico,Cobertura Ruim
841,Engenheiro,27.0,13133.77,260.0,Sudeste,Feminino,Basico,Preco Alto
842,Engenheiro,19.0,9913.0,205.0,Sudeste,Masculino,Basico,Atendimento Ruim
843,Engenheiro,52.0,5300.0,300.0,Nordeste,Masculino,Premium,Cobertura Ruim
844,Engenheiro,29.0,10818.0,237.88,Nordeste,Masculino,Intermediario,Cobertura Ruim
845,Engenheiro,56.0,7367.0,243.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
846,Engenheiro,58.0,5012.0,265.16,Norte,Masculino,Basico,Atendimento Ruim
847,Engenheiro,50.53,18608.0,198.0,Nordeste,Feminino,Basico,Atendimento Ruim
848,Engenheiro,38.31,3372.0,261.0,Sudeste,Masculino,Basico,Cobertura Ruim
849,Engenheiro,43.0,13746.0,265.05,Norte,Masculino,Basico,Preco Alto
850,Engenheiro,64.0,14929.0,357.0,Nordeste,Feminino,Basico,Preco Alto
851,Engenheiro,61.0,18778.0,231.0,Sudeste,Masculino,Basico,Cobertura Ruim
852,Engenheiro,24.0,8573.0,280.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
853,Engenheiro,68.0,10718.77,236.0,Nordeste,Feminino,Basico,Atendimento Ruim
854,Engenheiro,33.0,17979.0,137.0,Norte,Masculino,Intermediario,Atendimento Ruim
855,Engenheiro,36.0,14956.0,301.24,Sul,Masculino,Intermediario,Preco Alto
856,Engenheiro,26.0,14006.0,428.0,Sudeste,Masculino,Basico,Cobertura Ruim
857,Engenheiro,38.0,10551.68,260.55,Norte,Feminino,Intermediario,Cobertura Ruim
858,Engenheiro,49.0,7574.0,292.0,Sul,Masculino,Basico,Cobertura Ruim
859,Engenheiro,35.45,1845.0,166.0,Sudeste,Masculino,Premium,Atendimento Ruim
860,Engenheiro,60.0,3834.0,221.0,Sudeste,Feminino,Premium,Cobertura Ruim
861,Engenheiro,47.94,10946.0,289.29,Nordeste,Masculino,Basico,Preco Alto
862,Engenheiro,33.0,6343.0,266.81,Sudeste,Masculino,Basico,Cobertura Ruim
863,Engenheiro,46.0,10027.0,188.0,Nordeste,Feminino,Basico,Preco Alto
864,Engenheiro,21.0,8630.0,93.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
865,Engenheiro,42.69,6882.0,125.0,Sudeste,Masculino,Premium,Preco Alto
866,Engenheiro,38.0,4296.0,292.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
867,Engenheiro,42.28,12873.0,325.0,Sudeste,Feminino,Basico,Preco Alto
868,Engenheiro,46.08,17694.0,315.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
869,Engenheiro,64.0,10294.48,299.63,Nordeste,Feminino,Basico,Preco Alto
870,Engenheiro,47.0,2842.0,262.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
871,Engenheiro,50.02,12305.3,105.0,Norte,Masculino,Intermediario,Atendimento Ruim
872,Engenheiro,39.0,15825.0,418.0,Norte,Feminino,Basico,Preco Alto
873,Engenheiro,35.25,9627.0,269.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
874,Engenheiro,37.0,6554.88,151.0,Sudeste,Feminino,Basico,Cobertura Ruim
875,Engenheiro,56.0,4928.0,152.0,Nordeste,Masculino,Basico,Cobertura Ruim
876,Engenheiro,36.82,5509.0,269.0,Sul,Feminino,Intermediario,Cobertura Ruim
877,Engenheiro,60.02,4390.0,378.11,Sudeste,Feminino,Basico,Cobertura Ruim
878,Engenheiro,61.0,3802.0,460.0,Sudeste,Feminino,Basico,Cobertura Ruim
879,Engenheiro,56.0,8501.83,303.02,Sudeste,Outro,Basico,Cobertura Ruim
880,Engenheiro,36.89,7779.0,489.0,Sul,Masculino,Basico,Cobertura Ruim
881,Engenheiro,34.0,13275.0,348.89,Sudeste,Masculino,Basico,Cobertura Ruim
882,Engenheiro,53.0,5224.0,403.0,Nordeste,Masculino,Basico,Cobertura Ruim
883,Engenheiro,31.0,7163.0,231.0,Sudeste,Masculino,Basico,Cobertura Ruim
884,Engenheiro,18.0,11894.0,152.0,Sul,Masculino,Premium,Cobertura Ruim
885,Engenheiro,63.0,19068.0,340.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
886,Engenheiro,44.0,5744.0,397.22,Sudeste,Masculino,Premium,Atendimento Ruim
887,Engenheiro,70.0,10689.47,474.0,Nordeste,Masculino,Basico,Cobertura Ruim
888,Engenheiro,38.0,7017.0,170.0,Sul,Feminino,Basico,Cobertura Ruim
889,Engenheiro,68.0,5584.39,307.0,Sudeste,Masculino,Basico,Preco Alto
890,Engenheiro,48.0,7789.02,279.04,Norte,Feminino,Intermediario,Cobertura Ruim
891,Engenheiro,44.0,8246.0,235.0,Sul,Feminino,Premium,Preco Alto
892,Engenheiro,34.0,15244.0,477.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
893,Engenheiro,53.04,7209.0,109.0,Sudeste,Feminino,Premium,Cobertura Ruim
894,Engenheiro,60.0,1825.0,292.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
895,Engenheiro,39.0,17317.0,385.0,Sul,Feminino,Premium,Cobertura Ruim
896,Engenheiro,54.0,4995.0,173.0,Sudeste,Masculino,Intermediario,Preco Alto
897,Engenheiro,41.0,3078.0,281.26,Norte,Feminino,Intermediario,Cobertura Ruim
898,Engenheiro,55.0,7250.84,112.0,Sudeste,Feminino,Premium,Atendimento Ruim
899,Engenheiro,42.66,5725.0,352.59,Norte,Masculino,Intermediario,Atendimento Ruim
900,Engenheiro,32.0,3051.0,179.0,Sudeste,Masculino,Basico,Cobertura Ruim
901,Engenheiro,49.0,5270.0,180.0,Nordeste,Masculino,Basico,Cobertura Ruim
902,Engenheiro,38.0,7835.0,252.0,Norte,Masculino,Intermediario,Preco Alto
903,Engenheiro,45.0,2435.0,270.42,Norte,Feminino,Intermediario,Atendimento Ruim
904,Engenheiro,63.0,5791.0,498.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
905,Engenheiro,46.42,11602.0,282.38,Nordeste,Masculino,Basico,Preco Alto
906,Engenheiro,22.0,17868.0,73.0,Sul,Feminino,Intermediario,Preco Alto
907,Engenheiro,59.0,1324.0,291.75,Norte,Feminino,Intermediario,Cobertura Ruim
908,Engenheiro,46.0,8957.0,393.0,Sudeste,Feminino,Basico,Cobertura Ruim
909,Engenheiro,41.0,10770.0,169.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
910,Engenheiro,28.0,11272.45,244.62,Sul,Feminino,Basico,Preco Alto
911,Engenheiro,36.93,5659.0,268.41,Sudeste,Feminino,Intermediario,Preco Alto
912,Engenheiro,33.0,11993.0,408.0,Nordeste,Masculino,Premium,Atendimento Ruim
913,Engenheiro,54.0,13296.0,354.0,Norte,Masculino,Premium,Cobertura Ruim
914,Engenheiro,39.0,5833.0,348.0,Norte,Masculino,Intermediario,Atendimento Ruim
915,Engenheiro,46.0,1405.0,159.0,Norte,Masculino,Basico,Cobertura Ruim
916,Engenheiro,22.0,9241.66,208.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
917,Engenheiro,25.0,8286.0,273.0,Sudeste,Feminino,Premium,Cobertura Ruim
918,Engenheiro,18.0,8625.0,137.0,Norte,Masculino,Intermediario,Cobertura Ruim
919,Engenheiro,51.0,7350.5,259.0,Sul,Feminino,Intermediario,Atendimento Ruim
920,Engenheiro,33.0,12944.0,248.0,Norte,Feminino,Premium,Cobertura Ruim
921,Engenheiro,69.0,18004.0,182.0,Nordeste,Feminino,Intermediario,Preco Alto
922,Engenheiro,35.0,19751.0,172.0,Sudeste,Feminino,Basico,Preco Alto
923,Engenheiro,37.0,12419.0,187.0,Sul,Masculino,Basico,Preco Alto
924,Engenheiro,42.0,7838.0,298.0,Nordeste,Feminino,Basico,Cobertura Ruim
925,Engenheiro,18.0,3107.0,293.15,Sudeste,Feminino,Premium,Cobertura Ruim
926,Engenheiro,60.0,6191.0,239.0,Sudeste,Feminino,Basico,Cobertura Ruim
927,Engenheiro,63.0,9157.0,276.97,Norte,Masculino,Intermediario,Atendimento Ruim
928,Engenheiro,18.0,10544.49,295.72,Sul,Feminino,Intermediario,Cobertura Ruim
929,Engenheiro,48.42,2930.0,345.0,Sudeste,Masculino,Basico,Cobertura Ruim
930,Engenheiro,52.0,14753.0,243.0,Nordeste,Masculino,Intermediario,Preco Alto
931,Engenheiro,68.0,19974.0,154.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
932,Engenheiro,32.6,15062.0,353.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
933,Engenheiro,29.0,14095.0,448.0,Sudeste,Outro,Intermediario,Cobertura Ruim
934,Engenheiro,44.0,4600.0,165.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
935,Engenheiro,41.0,1362.0,297.0,Norte,Feminino,Intermediario,Preco Alto
936,Engenheiro,58.0,4185.0,242.0,Sudeste,Masculino,Intermediario,Preco Alto
937,Engenheiro,65.0,14669.0,118.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
938,Engenheiro,23.0,8264.68,305.55,Sudeste,Masculino,Basico,Cobertura Ruim
939,Engenheiro,61.0,8614.26,105.0,Nordeste,Feminino,Basico,Cobertura Ruim
940,Engenheiro,65.0,8905.0,346.0,Norte,Feminino,Intermediario,Atendimento Ruim
941,Engenheiro,33.98,9344.0,197.0,Nordeste,Masculino,Intermediario,Preco Alto
942,Engenheiro,56.0,8410.0,286.0,Norte,Masculino,Basico,Cobertura Ruim
943,Engenheiro,55.0,19516.0,160.0,Sudeste,Feminino,Basico,Preco Alto
944,Engenheiro,39.21,1475.0,225.0,Norte,Masculino,Premium,Preco Alto
945,Engenheiro,66.0,12726.63,130.0,Norte,Masculino,Intermediario,Atendimento Ruim
946,Engenheiro,36.0,7716.0,255.0,Sudeste,Masculino,Basico,Preco Alto
947,Engenheiro,20.0,5039.0,176.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
948,Engenheiro,42.43,7978.0,168.0,Sul,Feminino,Basico,Preco Alto
949,Engenheiro,40.84,11714.0,133.0,Sudeste,Feminino,Basico,Preco Alto
950,Engenheiro,41.0,11701.0,379.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim
951,Engenheiro,56.0,2434.0,253.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
952,Engenheiro,44.0,14990.0,279.75,Centro-Oeste,Masculino,Basico,Cobertura Ruim
953,Engenheiro,34.0,18243.0,202.86,Sudeste,Feminino,Intermediario,Preco Alto
954,Engenheiro,30.0,7699.7,325.0,Norte,Feminino,Intermediario,Cobertura Ruim
955,Engenheiro,40.0,6603.0,437.0,Sudeste,Masculino,Basico,Cobertura Ruim
956,Engenheiro,20.0,7809.0,96.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
957,Engenheiro,40.0,7766.51,223.0,Sudeste,Masculino,Basico,Atendimento Ruim
958,Engenheiro,22.0,7703.0,302.0,Sul,Masculino,Intermediario,Preco Alto
959,Engenheiro,63.0,8669.25,62.0,Sudeste,Masculino,Basico,Preco Alto
960,Engenheiro,47.0,6944.77,186.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
961,Engenheiro,40.06,7007.0,369.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
962,Engenheiro,34.0,10295.49,246.58,Nordeste,Feminino,Basico,Cobertura Ruim
963,Engenheiro,31.0,8127.69,115.0,Sul,Feminino,Intermediario,Atendimento Ruim
964,Engenheiro,53.0,2937.0,307.0,Centro-Oeste,Feminino,Intermediario,Preco Alto
965,Engenheiro,51.0,6940.0,221.45,Norte,Feminino,Premium,Cobertura Ruim
966,Engenheiro,25.0,6541.93,346.0,Sudeste,Feminino,Intermediario,Preco Alto
967,Engenheiro,31.0,8720.0,449.0,Sul,Feminino,Basico,Cobertura Ruim
968,Engenheiro,40.87,13212.0,257.92,Norte,Feminino,Basico,Cobertura Ruim
969,Engenheiro,37.58,7182.13,276.76,Sudeste,Masculino,Basico,Cobertura Ruim
970,Engenheiro,19.0,8024.8,270.0,Norte,Feminino,Intermediario,Cobertura Ruim
971,Engenheiro,21.0,11068.0,406.0,Norte,Feminino,Premium,Cobertura Ruim
972,Engenheiro,57.0,10718.0,185.0,Norte,Feminino,Basico,Cobertura Ruim
973,Engenheiro,56.0,2225.0,235.0,Sudeste,Masculino,Basico,Atendimento Ruim
974,Engenheiro,38.0,3486.0,446.0,Sudeste,Feminino,Premium,Atendimento Ruim
975,Engenheiro,27.0,7358.0,358.0,Sudeste,Feminino,Intermediario,Preco Alto
976,Engenheiro,43.0,6983.0,209.0,Norte,Masculino,Premium,Cobertura Ruim
977,Engenheiro,44.22,13721.0,414.0,Sudeste,Feminino,Basico,Atendimento Ruim
978,Engenheiro,37.0,6232.0,184.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
979,Engenheiro,32.0,11461.0,273.51,Sudeste,Masculino,Basico,Cobertura Ruim
980,Engenheiro,21.0,9308.13,292.36,Norte,Masculino,Basico,Preco Alto
981,Engenheiro,58.0,10997.0,288.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
982,Engenheiro,50.53,9757.0,311.64,Sul,Masculino,Premium,Atendimento Ruim
983,Engenheiro,61.0,15072.0,364.0,Norte,Feminino,Basico,Atendimento Ruim
984,Engenheiro,43.0,11304.0,431.0,Norte,Masculino,Intermediario,Cobertura Ruim
985,Engenheiro,70.0,15795.0,484.0,Norte,Masculino,Premium,Preco Alto
986,Engenheiro,68.0,10786.0,289.05,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
987,Engenheiro,33.0,3335.0,71.0,Sudeste,Feminino,Premium,Preco Alto
988,Engenheiro,38.0,5244.0,295.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
989,Engenheiro,56.0,5509.0,477.0,Sudeste,Feminino,Basico,Preco Alto
990,Engenheiro,57.0,2510.0,261.0,Nordeste,Masculino,Basico,Cobertura Ruim
991,Engenheiro,65.0,9634.89,418.0,Sudeste,Outro,Basico,Preco Alto
992,Engenheiro,50.0,9732.0,380.0,Norte,Masculino,Basico,Preco Alto
993,Engenheiro,42.0,9596.0,265.0,Sudeste,Masculino,Basico,Preco Alto
994,Engenheiro,38.0,7388.0,269.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
995,Engenheiro,40.0,8413.0,210.85,Nordeste,Feminino,Basico,Atendimento Ruim
996,Engenheiro,62.0,1422.0,188.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
997,Engenheiro,45.69,2540.0,267.78,Norte,Feminino,Intermediario,Preco Alto
998,Engenheiro,21.0,11970.0,188.39,Norte,Feminino,Intermediario,Preco Alto
999,Engenheiro,50.79,4635.0,452.0,Norte,Feminino,Intermediario,Preco Alto
1000,Engenheiro,44.0,2688.0,222.0,Sul,Feminino,Intermediario,Preco Alto
1001,Engenheiro,38.0,5487.0,70.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
1002,Engenheiro,62.0,4547.0,162.0,Nordeste,Masculino,Basico,Cobertura Ruim
1003,Engenheiro,47.0,1692.0,335.64,Sudeste,Masculino,Basico,Atendimento Ruim
1004,Engenheiro,35.0,6526.0,149.0,Norte,Outro,Premium,Preco Alto
1005,Engenheiro,41.0,1662.0,365.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
1006,Engenheiro,44.25,1324.0,167.0,Sul,Feminino,Intermediario,Cobertura Ruim
1007,Engenheiro,40.0,14737.0,265.0,Norte,Feminino,Intermediario,Cobertura Ruim
1008,Engenheiro,45.71,5314.0,329.12,Sul,Masculino,Intermediario,Atendimento Ruim
1009,Engenheiro,24.0,8910.51,214.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
1010,Engenheiro,49.0,9935.73,146.0,Norte,Masculino,Intermediario,Preco Alto
1011,Engenheiro,52.0,18226.0,283.0,Sul,Masculino,Intermediario,Preco Alto
1012,Engenheiro,49.0,13132.0,224.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
1013,Engenheiro,38.93,9242.87,224.0,Sul,Feminino,Intermediario,Cobertura Ruim
1014,Engenheiro,37.58,7182.13,276.76,Sudeste,Masculino,Basico,Cobertura Ruim
1015,Engenheiro,62.0,12423.37,346.38,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
1016,Engenheiro,39.0,13975.0,332.93,Sudeste,Masculino,Basico,Atendimento Ruim
1017,Engenheiro,30.0,7064.0,201.0,Sudeste,Masculino,Basico,Cobertura Ruim
1018,Engenheiro,35.0,4261.0,135.99,Nordeste,Masculino,Premium,Preco Alto
1019,Engenheiro,47.0,17962.0,378.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
1020,Engenheiro,42.72,6266.0,276.37,Sudeste,Masculino,Basico,Preco Alto
1021,Engenheiro,53.0,8423.0,180.0,Sudeste,Feminino,Intermediario,Preco Alto
1022,Engenheiro,45.0,16394.0,281.0,Sudeste,Feminino,Premium,Preco Alto
1023,Engenheiro,48.0,15775.0,398.0,Nordeste,Feminino,Basico,Atendimento Ruim
1024,Engenheiro,44.0,10818.0,300.74,Norte,Feminino,Intermediario,Atendimento Ruim
1025,Engenheiro,29.89,17176.0,241.0,Norte,Feminino,Basico,Preco Alto
1026,Engenheiro,60.0,18786.0,147.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
1027,Engenheiro,57.0,18355.0,187.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim
1028,Engenheiro,44.0,5745.0,473.0,Sudeste,Feminino,Basico,Atendimento Ruim
1029,Engenheiro,36.0,6356.0,382.0,Sul,Feminino,Basico,Preco Alto
1030,Engenheiro,19.0,4369.0,117.0,Norte,Masculino,Intermediario,Preco Alto
1031,Engenheiro,20.0,11948.85,54.0,Sul,Feminino,Basico,Preco Alto
1032,Engenheiro,36.23,2864.0,165.0,Norte,Feminino,Basico,Atendimento Ruim
1033,Engenheiro,69.0,5822.0,471.0,Sul,Masculino,Intermediario,Atendimento Ruim
1034,Engenheiro,24.0,1443.0,229.47,Norte,Masculino,Basico,Preco Alto
1035,Engenheiro,26.0,9720.0,417.0,Sul,Masculino,Basico,Atendimento Ruim
1036,Engenheiro,42.0,11336.0,255.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
1037,Engenheiro,42.0,4477.0,411.0,Sudeste,Masculino,Basico,Atendimento Ruim
1038,Engenheiro,66.0,13323.0,76.0,Sudeste,Feminino,Basico,Cobertura Ruim
1039,Engenheiro,22.0,6158.0,243.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
1040,Engenheiro,68.0,5272.0,227.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
1041,Engenheiro,50.8,18889.0,491.0,Norte,Feminino,Intermediario,Cobertura Ruim
1042,Engenheiro,69.0,9569.0,203.0,Norte,Feminino,Basico,Cobertura Ruim
1043,Engenheiro,40.55,4519.0,240.0,Sudeste,Feminino,Intermediario,Preco Alto
1044,Engenheiro,50.0,19575.0,376.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
1045,Engenheiro,35.0,6234.0,257.3,Centro-Oeste,Feminino,Basico,Cobertura Ruim
1046,Engenheiro,40.74,11069.0,438.0,Sul,Feminino,Basico,Cobertura Ruim
1047,Engenheiro,52.21,12997.0,233.0,Sul,Feminino,Premium,Cobertura Ruim
1048,Engenheiro,18.0,8902.77,474.0,Norte,Feminino,Basico,Preco Alto
1049,Engenheiro,20.0,8230.0,321.0,Sudeste,Masculino,Basico,Cobertura Ruim
1050,Engenheiro,70.0,4360.0,423.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
1051,Engenheiro,41.0,8988.6,291.68,Sudeste,Masculino,Basico,Preco Alto
1052,Engenheiro,67.0,5261.0,183.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
1053,Engenheiro,54.0,6545.83,265.0,Nordeste,Feminino,Premium,Cobertura Ruim
1054,Engenheiro,37.0,11628.0,293.0,Sudeste,Feminino,Premium,Cobertura Ruim
1055,Engenheiro,27.0,10211.0,260.55,Norte,Feminino,Intermediario,Atendimento Ruim
1056,Engenheiro,69.0,14338.0,235.0,Sudeste,Feminino,Premium,Cobertura Ruim
1057,Engenheiro,44.92,1846.0,175.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
1058,Engenheiro,29.0,2316.0,368.0,Nordeste,Feminino,Premium,Cobertura Ruim
1059,Engenheiro,52.0,3923.0,294.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
1060,Engenheiro,23.0,7302.68,448.0,Sudeste,Feminino,Premium,Preco Alto
1061,Engenheiro,63.0,11150.713333333335,322.0,Sudeste,Masculino,Premium,Atendimento Ruim
1062,Engenheiro,23.0,7076.85,295.55,Norte,Feminino,Intermediario,Cobertura Ruim
1063,Engenheiro,31.0,4770.0,168.85,Sudeste,Masculino,Intermediario,Cobertura Ruim
1064,Engenheiro,23.0,9193.0,294.0,Norte,Masculino,Basico,Atendimento Ruim
1065,Engenheiro,48.4,19980.0,295.0,Sudeste,Masculino,Premium,Cobertura Ruim
1066,Engenheiro,44.0,9083.0,265.98,Sudeste,Feminino,Premium,Preco Alto
1067,Engenheiro,39.15,12837.0,327.0,Sul,Feminino,Basico,Cobertura Ruim
1068,Engenheiro,58.0,6316.0,259.0,Norte,Feminino,Intermediario,Cobertura Ruim
1069,Engenheiro,34.86,11814.0,236.61,Sudeste,Feminino,Intermediario,Preco Alto
1070,Engenheiro,70.0,14635.0,481.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
1071,Engenheiro,46.0,7696.44,110.0,Sudeste,Masculino,Basico,Atendimento Ruim
1072,Engenheiro,49.39,9517.5,308.82,Sudeste,Masculino,Intermediario,Atendimento Ruim
1073,Engenheiro,38.0,11258.26,407.0,Sudeste,Feminino,Basico,Cobertura Ruim
1074,Engenheiro,43.13,13223.0,262.0,Sudeste,Masculino,Basico,Preco Alto
1075,Engenheiro,44.0,13125.0,165.0,Nordeste,Feminino,Basico,Preco Alto
1076,Engenheiro,47.44,8974.0,199.0,Sul,Feminino,Basico,Atendimento Ruim
1077,Engenheiro,32.0,5411.0,497.0,Sudeste,Feminino,Basico,Cobertura Ruim
1078,Engenheiro,57.0,8114.1,291.0,Sul,Masculino,Basico,Atendimento Ruim
1079,Engenheiro,64.0,2426.0,235.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
1080,Engenheiro,43.0,19530.0,255.03,Norte,Masculino,Basico,Cobertura Ruim
1081,Engenheiro,57.0,3653.0,259.0,Sul,Feminino,Intermediario,Atendimento Ruim
1082,Engenheiro,29.0,12187.37,206.0,Sudeste,Feminino,Premium,Preco Alto
1083,Engenheiro,45.0,9600.54,161.0,Norte,Masculino,Intermediario,Preco Alto
1084,Engenheiro,70.0,3685.0,368.0,Sudeste,Masculino,Basico,Preco Alto
1085,Engenheiro,43.0,3476.0,295.0,Nordeste,Masculino,Basico,Cobertura Ruim
1086,Engenheiro,24.0,11639.15,121.0,Nordeste,Masculino,Premium,Atendimento Ruim
1087,Engenheiro,55.0,4506.0,294.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
1088,Engenheiro,43.96,10665.74,160.0,Sudeste,Masculino,Basico,Preco Alto
1089,Engenheiro,52.16,4194.0,309.66,Centro-Oeste,Masculino,Basico,Preco Alto
1090,Engenheiro,28.0,17169.0,191.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
1091,Engenheiro,54.44,4874.0,343.0,Norte,Masculino,Basico,Cobertura Ruim
1092,Engenheiro,70.0,12267.0,323.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
1093,Engenheiro,20.0,6330.0,341.0,Nordeste,Masculino,Basico,Atendimento Ruim
1094,Engenheiro,61.0,19980.0,244.0,Sudeste,Feminino,Premium,Preco Alto
1095,Engenheiro,53.0,11277.75,107.0,Norte,Feminino,Basico,Cobertura Ruim
1096,Engenheiro,42.81,9302.17,490.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
1097,Engenheiro,64.0,7928.0,170.0,Sudeste,Masculino,Basico,Preco Alto
1098,Engenheiro,24.0,2775.0,381.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
1099,Engenheiro,53.0,7659.77,153.0,Nordeste,Feminino,Basico,Cobertura Ruim
1100,Engenheiro,26.0,7393.86,253.79,Sul,Feminino,Premium,Cobertura Ruim
1101,Engenheiro,21.0,8440.0,255.47,Norte,Feminino,Intermediario,Cobertura Ruim
1102,Engenheiro,25.0,12812.97,238.0,Sudeste,Feminino,Basico,Preco Alto
1103,Engenheiro,68.0,4841.0,479.0,Sul,Masculino,Premium,Atendimento Ruim
1104,Engenheiro,40.0,6456.19,422.0,Sudeste,Masculino,Premium,Cobertura Ruim
