Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca
47.0,12964.0,139.0,Nordeste,Masculino,Premium,Atendimento Ruim
31.0,6793.725,273.09,Norte,Feminino,Basico,Cobertura Ruim
60.0,9294.91,257.21,Nordeste,Feminino,Basico,Cobertura Ruim
33.0,16628.0,348.345,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
41.275,15431.0,221.76,Sul,Feminino,Basico,Cobertura Ruim
21.0,7001.0,447.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
55.0,5234.0,261.0,Centro-Oeste,Feminino,Premium,Atendimento Ruim
43.0,7689.0,236.0,Norte,Feminino,Intermediario,Cobertura Ruim
42.16,7429.205,234.625,Sudeste,Feminino,Basico,Atendimento Ruim
31.0,5291.0,162.0,Nordeste,Masculino,Basico,Preco Alto
70.0,8334.0,305.585,Sul,Masculino,Basico,Atendimento Ruim
59.0,9177.885,282.935,Sudeste,Feminino,Intermediario,Atendimento Ruim
36.0,8593.615,80.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
45.0,13560.0,227.0,Norte,Feminino,Basico,Cobertura Ruim
39.0,3638.0,331.0,Sudeste,Masculino,Basico,Atendimento Ruim
43.605,3083.0,403.0,Sudeste,Feminino,Intermediario,Preco Alto
45.68,4963.0,290.0,Sul,Masculino,Basico,Cobertura Ruim
54.0,6025.0,312.4,Sul,Feminino,Basico,Preco Alto
39.0,5486.0,414.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
61.0,9438.56,383.0,Centro-Oeste,Feminino,Basico,Preco Alto
45.0,3094.0,267.19,Norte,Masculino,Intermediario,Cobertura Ruim
21.0,3417.0,325.57,Sudeste,Feminino,Basico,Atendimento Ruim
32.0,4310.0,192.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
41.0,9996.95,289.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
24.0,5579.0,242.0,Sul,Feminino,Premium,Preco Alto
46.0,14708.0,306.325,Nordeste,Masculino,Intermediario,Atendimento Ruim
37.205,7984.0,167.0,Sul,Masculino,Basico,Cobertura Ruim
29.0,19980.0,284.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
48.005,8856.0,330.84,Sudeste,Masculino,Intermediario,Atendimento Ruim
70.0,6376.0,287.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim
45.0,12130.925,103.0,Norte,Masculino,Intermediario,Atendimento Ruim
41.075,19980.0,461.0,Sudeste,Feminino,Basico,Preco Alto
58.0,4057.0,54.0,Sudeste,Masculino,Basico,Preco Alto
52.0,4929.0,259.585,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
42.35,16990.0,379.0,Sul,Feminino,Premium,Cobertura Ruim
39.0,10334.685,124.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
42.67,16097.0,184.0,Sudeste,Feminino,Intermediario,Preco Alto
45.735,6607.0,226.185,Sudeste,Feminino,Premium,Cobertura Ruim
18.0,17835.0,454.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
55.0,2569.0,281.885,Norte,Feminino,Basico,Preco Alto
29.0,6359.295,117.0,Nordeste,Feminino,Basico,Preco Alto
45.07,18408.0,233.0,Nordeste,Masculino,Basico,Preco Alto
34.0,7221.275,156.0,Sul,Feminino,Basico,Atendimento Ruim
27.0,4843.0,197.0,Sul,Feminino,Premium,Cobertura Ruim
62.0,12629.99,491.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
45.15,5057.0,492.0,Sudeste,Masculino,Premium,Cobertura Ruim
61.0,2734.0,257.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim
43.0,12829.0,167.0,Sudeste,Feminino,Intermediario,Preco Alto
44.0,7698.895,280.0,Sudeste,Masculino,Basico,Preco Alto
46.28,10278.36,210.0,Sul,Masculino,Intermediario,Preco Alto
40.81,8632.0,464.0,Nordeste,Feminino,Basico,Preco Alto
43.0,10379.0,406.0,Sul,Masculino,Basico,Preco Alto
45.0,1967.0,312.83,Sudeste,Feminino,Premium,Preco Alto
68.0,12445.995,64.0,Sul,Feminino,Premium,Cobertura Ruim
64.0,17010.0,499.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
25.0,2781.0,337.0,Norte,Feminino,Intermediario,Atendimento Ruim
20.0,9447.0,242.0,Norte,Masculino,Intermediario,Cobertura Ruim
51.0,18822.0,200.0,Nordeste,Masculino,Intermediario,Preco Alto
20.0,7811.0,262.045,Norte,Masculino,Basico,Cobertura Ruim
21.0,3092.0,158.0,Nordeste,Feminino,Basico,Cobertura Ruim
27.0,6309.0,54.0,Sudeste,Masculino,Basico,Preco Alto
39.795,10465.0,296.0,Nordeste,Feminino,Basico,Atendimento Ruim
40.0,13986.0,326.0,Sudeste,Masculino,Basico,Atendimento Ruim
44.545,10032.0,380.0,Sudeste,Masculino,Premium,Cobertura Ruim
70.0,1755.0,267.815,Norte,Masculino,Intermediario,Cobertura Ruim
38.0,3134.0,124.0,Norte,Masculino,Basico,Preco Alto
32.0,6034.0,320.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
46.0,12537.0,259.835,Norte,Masculino,Basico,Preco Alto
30.0,11452.23,436.0,Centro-Oeste,Feminino,Basico,Preco Alto
39.295,9940.55,276.0,Sudeste,Masculino,Premium,Atendimento Ruim
32.0,14849.0,248.0,Sul,Feminino,Basico,Cobertura Ruim
38.26,9986.0,262.0,Sudeste,Masculino,Basico,Atendimento Ruim
39.0,17138.0,388.0,Norte,Feminino,Basico,Preco Alto
59.0,6616.0,221.37,Sudeste,Feminino,Premium,Preco Alto
50.0,9720.695,458.0,Nordeste,Masculino,Premium,Preco Alto
39.28,12172.345,353.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
49.0,6590.42,352.88,Norte,Masculino,Premium,Cobertura Ruim
42.92,13714.0,260.445,Sudeste,Masculino,Basico,Preco Alto
50.0,12981.0,180.0,Sul,Masculino,Intermediario,Preco Alto
58.0,5017.0,290.0,Norte,Feminino,Intermediario,Atendimento Ruim
64.0,10770.0,261.0,Norte,Feminino,Premium,Cobertura Ruim
33.0,5612.0,277.0,Sudeste,Feminino,Intermediario,Preco Alto
29.0,15795.0,86.0,Sul,Feminino,Intermediario,Preco Alto
20.0,2018.0,306.29,Sudeste,Feminino,Intermediario,Preco Alto
37.0,1798.0,477.0,Sul,Feminino,Intermediario,Cobertura Ruim
61.0,4964.805,338.0,Sul,Feminino,Intermediario,Preco Alto
22.0,3886.0,190.0,Sudeste,Feminino,Premium,Cobertura Ruim
45.0,1797.0,390.0,Sudeste,Feminino,Premium,Cobertura Ruim
52.0,2228.0,361.0,Centro-Oeste,Feminino,Basico,Preco Alto
61.0,1324.0,377.535,Sudeste,Feminino,Basico,Cobertura Ruim
47.0,2585.0,163.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
42.22,6926.07,173.0,Norte,Masculino,Intermediario,Preco Alto
68.0,2003.0,293.0,Norte,Masculino,Basico,Cobertura Ruim
23.0,17665.0,149.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
57.0,16725.0,358.0,Sudeste,Feminino,Basico,Preco Alto
23.0,3962.0,176.0,Nordeste,Outro,Basico,Preco Alto
26.0,2227.0,253.055,Sudeste,Feminino,Premium,Cobertura Ruim
64.0,2658.0,212.935,Sudeste,Masculino,Basico,Preco Alto
39.45,8818.0,201.0,Norte,Feminino,Premium,Preco Alto
36.61,10693.56,114.0,Norte,Masculino,Intermediario,Cobertura Ruim
49.0,5321.0,265.15,Nordeste,Feminino,Basico,Preco Alto
41.0,5084.0,311.955,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim
21.0,8118.0,155.0,Norte,Feminino,Intermediario,Preco Alto
54.0,5195.0,275.0,Sudeste,Outro,Basico,Preco Alto
56.0,18335.0,497.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
42.765,6172.0,103.0,Sudeste,Masculino,Intermediario,Preco Alto
45.0,9792.805,311.805,Norte,Feminino,Intermediario,Atendimento Ruim
51.0,5211.42,277.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
40.0,10660.0,286.565,Sudeste,Masculino,Basico,Cobertura Ruim
35.0,10704.385,64.0,Nordeste,Masculino,Basico,Atendimento Ruim
39.0,10444.23,362.0,Sudeste,Feminino,Basico,Atendimento Ruim
43.93,4817.0,154.0,Sudeste,Feminino,Basico,Cobertura Ruim
27.0,5224.0,266.965,Sudeste,Feminino,Basico,Preco Alto
32.0,10511.0,341.0,Sudeste,Feminino,Basico,Cobertura Ruim
48.0,3535.0,252.0,Nordeste,Masculino,Basico,Cobertura Ruim
31.5,13224.0,408.0,Sul,Outro,Basico,Cobertura Ruim
18.0,5186.0,362.0,Centro-Oeste,Feminino,Premium,Cobertura Ruim
20.0,7512.0,306.685,Sudeste,Masculino,Intermediario,Preco Alto
35.175,11247.0,200.0,Sul,Feminino,Intermediario,Cobertura Ruim
47.255,9284.565,304.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
21.0,11434.0,287.08,Sudeste,Masculino,Intermediario,Cobertura Ruim
61.0,19980.0,408.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
44.295,19074.0,274.0,Sudeste,Feminino,Premium,Cobertura Ruim
18.0,7140.0,263.58,Norte,Masculino,Basico,Cobertura Ruim
33.0,5402.0,176.0,Norte,Masculino,Basico,Cobertura Ruim
37.0,5078.0,151.0,Sudeste,Feminino,Basico,Cobertura Ruim
35.0,1861.0,340.0,Sul,Masculino,Basico,Atendimento Ruim
43.0,12007.0,282.755,Sul,Masculino,Basico,Preco Alto
44.0,9953.65,186.0,Sul,Masculino,Basico,Preco Alto
39.0,7600.945,453.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
40.185,3988.0,151.0,Nordeste,Feminino,Basico,Atendimento Ruim
43.0,7199.725,227.0,Norte,Masculino,Basico,Cobertura Ruim
20.0,13292.0,472.0,Sudeste,Masculino,Basico,Atendimento Ruim
50.0,16706.0,293.43,Norte,Masculino,Basico,Cobertura Ruim
49.49,3304.0,248.0,Nordeste,Masculino,Premium,Cobertura Ruim
33.0,7050.795,318.98,Sudeste,Feminino,Intermediario,Preco Alto
32.95,17635.0,453.0,Sudeste,Masculino,Basico,Atendimento Ruim
22.0,19058.0,364.0,Sudeste,Feminino,Basico,Preco Alto
47.0,16264.0,443.0,Norte,Masculino,Intermediario,Preco Alto
41.24,16898.0,76.0,Sudeste,Masculino,Basico,Preco Alto
45.0,9826.0,127.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
70.0,16077.0,323.635,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim
40.22,8182.0,373.0,Sudeste,Masculino,Basico,Cobertura Ruim
54.0,5519.05,298.0,Sudeste,Feminino,Basico,Cobertura Ruim
24.0,8907.0,389.88,Sudeste,Feminino,Basico,Preco Alto
34.0,19907.0,427.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
33.0,2643.0,279.0,Sudeste,Masculino,Premium,Atendimento Ruim
47.0,15070.0,473.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
46.02,12836.19,342.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
49.0,5900.0,257.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
52.0,7721.825,241.0,Nordeste,Feminino,Basico,Cobertura Ruim
20.0,5778.0,169.975,Sudeste,Masculino,Intermediario,Cobertura Ruim
49.0,19766.0,321.26,Nordeste,Feminino,Intermediario,Atendimento Ruim
24.0,5440.415,406.0,Norte,Feminino,Intermediario,Atendimento Ruim
42.0,11623.0,233.53,Sudeste,Feminino,Basico,Preco Alto
54.0,7197.41,273.0,Nordeste,Feminino,Intermediario,Preco Alto
53.0,18035.0,472.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
34.0,15632.0,348.0,Sudeste,Feminino,Basico,Cobertura Ruim
33.0,6218.0,281.745,Norte,Feminino,Intermediario,Atendimento Ruim
40.0,5738.0,303.0,Nordeste,Feminino,Premium,Atendimento Ruim
29.0,9837.59,173.0,Nordeste,Masculino,Basico,Cobertura Ruim
69.0,10152.73,246.755,Sudeste,Feminino,Basico,Atendimento Ruim
44.225,7759.425,392.0,Norte,Masculino,Intermediario,Atendimento Ruim
66.0,19768.0,404.0,Sudeste,Masculino,Intermediario,Preco Alto
65.0,8483.014000000001,320.0,Sul,Masculino,Basico,Cobertura Ruim
37.0,4717.0,388.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
18.0,8176.0,356.625,Sudeste,Feminino,Basico,Preco Alto
47.215,1516.0,281.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
31.0,6872.0,322.53,Sul,Masculino,Basico,Atendimento Ruim
44.0,10008.625,264.22,Norte,Masculino,Basico,Preco Alto
24.0,1796.0,219.0,Nordeste,Feminino,Intermediario,Preco Alto
70.0,3362.0,395.0,Sul,Feminino,Intermediario,Cobertura Ruim
22.0,4593.0,89.0,Nordeste,Masculino,Intermediario,Preco Alto
33.0,12905.0,479.0,Nordeste,Feminino,Basico,Preco Alto
36.67,18472.0,216.0,Sul,Masculino,Premium,Cobertura Ruim
46.08,8973.475,309.0,Norte,Masculino,Intermediario,Atendimento Ruim
44.645,8909.0,338.0,Sudeste,Masculino,Basico,Preco Alto
42.0,8252.0,153.0,Sudeste,Masculino,Premium,Atendimento Ruim
41.0,5767.0,409.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
28.0,15631.0,288.0,Sudeste,Feminino,Basico,Cobertura Ruim
48.0,8353.0,212.0,Sul,Feminino,Basico,Atendimento Ruim
54.0,4237.0,423.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
26.0,3055.0,307.0,Sudeste,Feminino,Intermediario,Preco Alto
46.355,19633.0,390.0,Sudeste,Feminino,Basico,Preco Alto
37.89,1541.0,497.0,Sudeste,Feminino,Basico,Preco Alto
29.0,18312.0,151.0,Sudeste,Masculino,Basico,Cobertura Ruim
50.0,4088.0,371.0,Sudeste,Feminino,Premium,Cobertura Ruim
41.69,11315.0,261.075,Norte,Feminino,Premium,Cobertura Ruim
51.0,5143.0,436.0,Nordeste,Masculino,Basico,Cobertura Ruim
43.0,16445.0,237.0,Sul,Feminino,Intermediario,Preco Alto
20.0,10709.115,433.0,Norte,Masculino,Premium,Cobertura Ruim
58.0,3108.0,314.0,Sul,Feminino,Basico,Cobertura Ruim
46.0,4741.0,304.025,Nordeste,Masculino,Basico,Preco Alto
54.0,5381.0,74.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
25.0,17107.0,260.0,Sudeste,Feminino,Premium,Preco Alto
54.0,14085.0,390.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
39.0,15678.0,229.0,Sudeste,Masculino,Premium,Atendimento Ruim
59.0,5559.94,424.0,Sudeste,Masculino,Basico,Atendimento Ruim
48.0,9318.0,263.0,Nordeste,Masculino,Intermediario,Preco Alto
42.13,19980.0,279.705,Sudeste,Masculino,Intermediario,Atendimento Ruim
30.0,14553.0,305.605,Nordeste,Masculino,Basico,Cobertura Ruim
51.5,2850.0,262.0,Nordeste,Masculino,Basico,Cobertura Ruim
46.0,11855.0,320.0,Norte,Masculino,Intermediario,Preco Alto
41.79,13541.0,172.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
37.0,8454.43,202.0,Sudeste,Feminino,Basico,Cobertura Ruim
37.065,8805.29,260.0,Sudeste,Masculino,Basico,Cobertura Ruim
49.0,8499.2,426.0,Centro-Oeste,Masculino,Premium,Preco Alto
45.2,18423.0,264.56,Sudeste,Feminino,Basico,Cobertura Ruim
55.0,7531.68,387.0,Norte,Masculino,Basico,Cobertura Ruim
26.0,6125.0,290.0,Norte,Feminino,Intermediario,Cobertura Ruim
45.0,13453.135,265.0,Sul,Masculino,Basico,Atendimento Ruim
44.0,12120.0,437.0,Sul,Feminino,Intermediario,Cobertura Ruim
49.22,19203.0,141.0,Norte,Masculino,Intermediario,Cobertura Ruim
40.0,2497.0,312.15,Sudeste,Feminino,Basico,Cobertura Ruim
44.0,9771.04,425.0,Nordeste,Masculino,Basico,Cobertura Ruim
35.0,2362.0,211.0,Sudeste,Feminino,Basico,Atendimento Ruim
49.165,8378.395,250.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim
55.0,8964.455,69.0,Sudeste,Masculino,Basico,Preco Alto
21.0,10280.0,284.51,Nordeste,Masculino,Basico,Atendimento Ruim
35.0,11788.0,280.0,Sul,Masculino,Intermediario,Cobertura Ruim
50.0,6878.0,298.215,Nordeste,Feminino,Basico,Preco Alto
48.2,1904.0,231.0,Nordeste,Masculino,Basico,Cobertura Ruim
46.0,11996.825,287.0,Sudeste,Masculino,Premium,Atendimento Ruim
34.0,2408.0,366.0,Sudeste,Feminino,Basico,Preco Alto
44.07,3117.0,272.725,Norte,Masculino,Intermediario,Cobertura Ruim
36.0,7819.0,159.0,Norte,Masculino,Premium,Cobertura Ruim
31.0,5636.0,163.0,Sudeste,Feminino,Basico,Cobertura Ruim
44.0,7213.0,321.39,Sudeste,Masculino,Basico,Preco Alto
35.95,6930.375,178.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
58.0,3349.0,332.18,Sudeste,Feminino,Intermediario,Preco Alto
18.0,17289.0,366.0,Nordeste,Masculino,Intermediario,Preco Alto
57.0,10843.46,220.915,Sudeste,Feminino,Intermediario,Preco Alto
41.45,1600.0,408.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
61.0,10577.0,302.765,Norte,Feminino,Basico,Preco Alto
43.0,7193.0,301.0,Centro-Oeste,Masculino,Basico,Preco Alto
23.0,12433.0,282.0,Sudeste,Feminino,Premium,Preco Alto
31.0,6602.915,158.0,Sudeste,Feminino,Basico,Cobertura Ruim
53.0,18449.0,199.0,Norte,Masculino,Basico,Atendimento Ruim
64.0,19959.0,202.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
43.765,11950.48,342.425,Centro-Oeste,Feminino,Basico,Atendimento Ruim
62.0,8879.0,391.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
59.0,14974.335,499.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
34.63,16581.0,124.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
52.0,9074.395,469.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
29.0,10684.0,284.0,Sudeste,Feminino,Intermediario,Preco Alto
41.72,2570.0,221.0,Norte,Feminino,Intermediario,Preco Alto
38.995,4944.0,198.0,Nordeste,Feminino,Basico,Cobertura Ruim
40.0,6851.755,175.0,Norte,Feminino,Intermediario,Atendimento Ruim
44.945,3062.0,283.0,Sudeste,Masculino,Basico,Preco Alto
26.0,2266.0,473.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim
33.63,5351.0,167.0,Centro-Oeste,Outro,Basico,Preco Alto
19.0,10894.37,245.0,Norte,Masculino,Intermediario,Cobertura Ruim
56.0,7209.0,173.0,Sudeste,Feminino,Intermediario,Preco Alto
33.7,6895.0,165.0,Sudeste,Masculino,Basico,Cobertura Ruim
52.0,8717.495,432.0,Norte,Feminino,Intermediario,Atendimento Ruim
39.0,16444.0,191.0,Norte,Feminino,Intermediario,Cobertura Ruim
62.0,10662.0,187.0,Sudeste,Feminino,Premium,Cobertura Ruim
35.0,1539.0,360.945,Norte,Feminino,Intermediario,Cobertura Ruim
36.95,3513.0,230.0,Sudeste,Masculino,Premium,Cobertura Ruim
34.0,8277.62,252.77,Norte,Feminino,Intermediario,Atendimento Ruim
57.0,18708.0,356.0,Nordeste,Masculino,Basico,Cobertura Ruim
43.0,2310.0,271.0,Sudeste,Masculino,Basico,Cobertura Ruim
45.0,12649.0,384.0,Nordeste,Feminino,Basico,Cobertura Ruim
48.61,1739.0,316.38,Norte,Masculino,Basico,Atendimento Ruim
61.0,10477.55,219.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
27.0,1324.0,101.0,Sul,Masculino,Intermediario,Atendimento Ruim
45.0,12474.01,431.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
25.0,6776.0,174.0,Norte,Masculino,Intermediario,Atendimento Ruim
63.0,17599.0,308.975,Nordeste,Feminino,Intermediario,Preco Alto
61.0,2159.0,186.0,Sudeste,Feminino,Premium,Cobertura Ruim
62.0,10647.495,180.295,Sul,Feminino,Premium,Preco Alto
53.0,5964.0,391.0,Sudeste,Feminino,Premium,Cobertura Ruim
42.0,19083.0,296.615,Norte,Masculino,Intermediario,Atendimento Ruim
39.0,13381.755,235.0,Sudeste,Feminino,Intermediario,Preco Alto
38.0,8342.59,268.695,Nordeste,Masculino,Basico,Preco Alto
42.575,8720.845,274.0,Sudeste,Masculino,Intermediario,Preco Alto
67.0,10616.745,310.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
41.0,2395.0,256.0,Nordeste,Feminino,Premium,Cobertura Ruim
66.0,8374.0,283.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
63.0,13321.0,169.0,Sudeste,Feminino,Premium,Cobertura Ruim
60.0,9036.735,278.035,Centro-Oeste,Masculino,Basico,Cobertura Ruim
47.0,8183.0,221.0,Sul,Masculino,Basico,Cobertura Ruim
34.285,7568.0,255.0,Norte,Masculino,Basico,Atendimento Ruim
49.78,19228.0,452.0,Centro-Oeste,Masculino,Basico,Preco Alto
48.0,15450.0,239.0,Norte,Feminino,Premium,Cobertura Ruim
18.0,12357.0,245.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
20.0,3795.0,332.0,Norte,Masculino,Intermediario,Cobertura Ruim
35.035,15430.0,174.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
64.0,8196.0,434.0,Sudeste,Feminino,Basico,Preco Alto
62.0,19798.0,243.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
48.845,3006.0,465.0,Sul,Feminino,Basico,Atendimento Ruim
65.0,10869.29,194.0,Norte,Feminino,Basico,Cobertura Ruim
52.0,19470.0,255.0,Sul,Feminino,Basico,Cobertura Ruim
45.15,7186.0,386.0,Nordeste,Feminino,Basico,Cobertura Ruim
34.0,8041.84,283.0,Nordeste,Feminino,Premium,Atendimento Ruim
54.0,19376.0,325.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
53.0,8524.0,248.995,Sudeste,Feminino,Intermediario,Preco Alto
41.15,12368.0,265.105,Centro-Oeste,Masculino,Intermediario,Preco Alto
37.0,1574.0,268.0,Sudeste,Masculino,Premium,Atendimento Ruim
59.0,7909.0,278.21,Centro-Oeste,Feminino,Premium,Atendimento Ruim
67.0,4563.0,226.15,Nordeste,Masculino,Basico,Cobertura Ruim
54.82,2984.0,420.0,Sudeste,Masculino,Intermediario,Preco Alto
40.155,12610.0,249.485,Sudeste,Feminino,Intermediario,Preco Alto
41.0,1815.0,465.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
36.0,17588.0,292.0,Nordeste,Feminino,Premium,Cobertura Ruim
53.0,7885.0,241.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim
60.0,11079.0,129.0,Sudeste,Feminino,Intermediario,Preco Alto
46.6,4533.0,423.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
67.0,3630.0,252.0,Nordeste,Masculino,Premium,Preco Alto
51.0,4411.0,284.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
31.0,4265.0,207.0,Norte,Feminino,Intermediario,Cobertura Ruim
37.0,16564.0,381.43,Nordeste,Feminino,Premium,Atendimento Ruim
24.0,14607.0,388.0,Norte,Masculino,Intermediario,Atendimento Ruim
47.0,16266.0,352.0,Nordeste,Feminino,Premium,Atendimento Ruim
28.0,13276.0,495.0,Sudeste,Masculino,Basico,Cobertura Ruim
52.0,10960.0,264.0,Sudeste,Feminino,Premium,Cobertura Ruim
55.0,8026.0,229.705,Nordeste,Feminino,Basico,Cobertura Ruim
42.0,4686.0,90.0,Sudeste,Masculino,Intermediario,Preco Alto
23.0,7507.97,320.07,Norte,Feminino,Intermediario,Cobertura Ruim
48.0,11665.675,460.0,Centro-Oeste,Feminino,Premium,Atendimento Ruim
37.0,7800.0,312.55,Sul,Masculino,Basico,Atendimento Ruim
46.425,3796.0,239.75,Nordeste,Masculino,Basico,Atendimento Ruim
44.0,9917.84,489.0,Sul,Masculino,Intermediario,Preco Alto
40.25,5047.0,148.0,Sul,Feminino,Intermediario,Cobertura Ruim
49.0,1998.0,214.0,Sudeste,Feminino,Premium,Preco Alto
57.0,7707.0,257.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
27.0,3625.0,287.845,Nordeste,Feminino,Premium,Cobertura Ruim
41.0,3363.0,274.935,Norte,Masculino,Intermediario,Cobertura Ruim
55.0,6194.0,256.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
47.01,5907.0,277.0,Sudeste,Masculino,Basico,Preco Alto
19.0,16626.0,384.55,Sudeste,Masculino,Basico,Atendimento Ruim
51.0,8959.0,263.04,Norte,Feminino,Basico,Atendimento Ruim
54.0,16312.0,189.0,Sul,Feminino,Intermediario,Preco Alto
61.0,3182.0,340.265,Sudeste,Masculino,Basico,Atendimento Ruim
34.455,5851.0,119.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
38.0,7739.665,264.0,Sudeste,Feminino,Intermediario,Preco Alto
45.0,3261.0,460.0,Nordeste,Feminino,Premium,Atendimento Ruim
56.0,2943.0,491.0,Sul,Masculino,Intermediario,Preco Alto
43.1,11413.0,174.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
39.075,11221.0,157.0,Sudeste,Masculino,Basico,Cobertura Ruim
36.0,4289.0,220.0,Norte,Masculino,Basico,Cobertura Ruim
56.0,4200.0,297.97,Nordeste,Feminino,Basico,Preco Alto
45.0,13544.0,401.0,Sudeste,Feminino,Basico,Atendimento Ruim
23.0,2803.0,384.0,Norte,Feminino,Premium,Atendimento Ruim
27.0,18054.0,460.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
62.0,18574.0,427.0,Norte,Masculino,Basico,Cobertura Ruim
41.125,16729.0,246.0,Nordeste,Masculino,Premium,Atendimento Ruim
36.0,3991.0,272.365,Sudeste,Feminino,Intermediario,Cobertura Ruim
38.0,1533.0,184.0,Sudeste,Masculino,Intermediario,Preco Alto
35.76,18395.0,195.62,Sudeste,Masculino,Intermediario,Cobertura Ruim
31.0,7759.305,266.0,Norte,Feminino,Intermediario,Cobertura Ruim
40.0,5256.0,185.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
33.0,4638.0,151.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
53.0,9114.295,243.16,Sul,Feminino,Basico,Atendimento Ruim
45.0,13268.0,250.49,Sudeste,Feminino,Premium,Cobertura Ruim
60.0,17664.0,432.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
54.0,5392.305,270.17,Nordeste,Masculino,Premium,Cobertura Ruim
25.0,8383.41,282.0,Sudeste,Masculino,Basico,Cobertura Ruim
25.0,4969.0,66.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
64.0,8511.0,408.0,Sudeste,Masculino,Premium,Atendimento Ruim
48.56,4324.0,282.0,Nordeste,Masculino,Intermediario,Preco Alto
42.0,2734.0,308.0,Norte,Feminino,Basico,Atendimento Ruim
25.0,2845.0,100.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
64.0,9011.665,405.0,Sudeste,Feminino,Basico,Preco Alto
44.095,1807.0,414.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
47.465,19322.0,440.0,Centro-Oeste,Feminino,Basico,Atendimento Ruim
39.16,8784.745,274.0,Sudeste,Feminino,Premium,Atendimento Ruim
59.0,3214.0,232.0,Norte,Feminino,Basico,Cobertura Ruim
52.0,1324.0,225.255,Nordeste,Masculino,Basico,Cobertura Ruim
20.0,14118.0,170.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
